time,open,high,low,close,Volume,Volume MA
1411171200,392.99,426.3,385.5,408.4,30686,10932.599999999988
1411257600,408.4,414.14,392.23,399.21,19176,11481.449999999988
1411344000,400.03,411.2,397.67,404.99,9464,11510.849999999988
1411430400,404.23,447.11,392.15,438.65,38493,13276.449999999988
1411516800,438.01,440.28,422,424.51,14374,13492.599999999988
1411603200,424.51,426.97,402.33,409.86,14998,13986.599999999988
1411689600,409.67,415,396.2,404.01,10503,14418.049999999988
1411776000,404.03,409.04,393.2,399.8,6857,14658.499999999989
1411862400,399.8,402.9,365,376.7,18307,14780.699999999988
1411948800,375.93,386.56,368,373.64,14727,15048.049999999988
1412035200,373.64,398.7,370,387,16863,15447.699999999988
1412121600,386.93,391.18,377,383.63,9783,15681.749999999989
1412208000,382.72,385.52,367.8,371.39,11884,16103.399999999989
1412294400,371.39,376.86,355,359.74,21029,16756.599999999988
1412380800,358.93,367.05,321.5,328.25,38749,18539.599999999988
1412467200,327.36,346.69,275,319.9,84125,22468.899999999987
1412553600,319.9,346.89,301,327.56,56236,24990.44999999999
1412640000,327.59,340,317,335.97,28423,25912.349999999988
1412726400,335.97,354.87,323.85,352.9,33151,25564.599999999988
1412812800,353,387.13,347.14,364,58804,26831.599999999988
1412899200,363.98,379.74,351.15,359.1,31276,26861.099999999988
1412985600,359.1,368.5,351,360.66,16669,26735.74999999999
1413072000,361.01,382.46,351.86,378.05,20922,27308.649999999987
1413158400,378.05,399.89,368.24,391.2,42737,27520.849999999988
1413244800,391.5,414.42,391.5,399,47245,29164.399999999987
1413331200,399,402.68,384.7,394.2,29551,29892.04999999999
1413417600,394.2,400,370.21,381.6,30076,30870.69999999999
1413504000,381.55,386.8,372,382.48,13831,31219.399999999987
1413590400,381.24,396,376.4,390.9,12022,30905.149999999987
1413676800,390.92,394.5,383.5,388.02,5346,30436.099999999988
1413763200,388.08,388.25,370.2,380.55,19165,30551.19999999999
1413849600,380.86,394,376.66,384,16262,30875.149999999987
1413936000,384.01,386.7,377.25,378.8,10610,30811.44999999999
1414022400,378.79,383.6,355,357.87,34850,31502.49999999999
1414108800,357.87,363.1,351.5,356.58,16542,30392.149999999987
1414195200,356.58,358.88,337.65,344.62,28950,27633.399999999987
1414281600,344.65,359.9,340.2,353.01,16060,25624.599999999988
1414368000,353.07,359.47,346.44,349.01,15227,24964.79999999999
1414454400,349.51,355.44,347.44,352.7,5052,23559.849999999988
1414540800,352.71,353.78,332,333.58,26472.22486196,21943.261243097986
1414627200,333.5,351,331,345.08,56553.95048565,23207.158767380486
1414713600,345.08,347.99,332.14,336.82,19727.11155771,23360.064345265986
1414800000,336.72,339,315.54,325.9,24974.99409243,23562.714049887487
1414886400,325.9,329.55,317.7,323.82,10099.46113171,21930.837106472984
1414972800,323.8,334.14,323.8,325,15218.5105496,20329.512633952985
1415059200,324.83,331.28,321,329.66,18823.36977495,19793.131122700484
1415145600,329.75,342.54,329.75,338.62,26963.24964263,19637.493604831987
1415232000,338.62,354.32,336.32,350.48,24873.4457979,20189.615894726983
1415318400,350.49,354,338.1,341.84,18854.39388781,20531.235589117485
1415404800,342.04,348.3,341,345,7334.53186931,20630.662182582986
1415491200,345.01,364.12,343.41,362.61,37906.6380311,21567.744084137983
1415577600,362.6,374.26,356.33,366.07,33052,22407.244084137983
1415664000,366.17,371.45,360.74,367.65,9253,22339.394084137984
1415750400,367.66,436,367.59,433.56,103866,25790.19408413798
1415836800,432,475,381.56,417.65,144945,32210.34408413798
1415923200,417.65,425.67,382.22,399.99,59080,33716.84408413798
1416009600,400,410.1,368,375.34,43979,35112.79408413798
1416096000,375.37,399.9,372.5,391.65,24654,35584.14408413798
1416182400,391.8,413.48,373,387.5,47124,37687.74408413798
1416268800,387.5,393,366.46,372.85,37172,38222.73284103998
1416355200,372.89,386,368.55,375.26,17143,36252.18531675748
1416441600,376.73,379.5,352.01,356.77,21877,36359.67973887198
1416528000,356.59,357.39,340,350.46,36270,36924.43003425048
1416614400,350.11,365.3,349.1,352.81,15547,37196.80697766498
1416700800,352.44,372.28,351.5,368.25,14133,37142.53145018498
1416787200,368,391.92,363.62,376.05,42062,38304.462961437486
1416873600,376.06,396.87,375.08,377.02,27037,38308.15047930599
1416960000,377,379.26,365.22,369.99,20998,38114.378189410985
1417046400,370,375,368.15,370,7022,37522.758495020484
1417132800,369.99,387.5,355.51,377.43,30517,38681.88190155498
1417219200,377.79,390,371,376.28,20393,37806.19999999998
1417305600,376.07,385.59,373.7,379.89,14318,36869.499999999985
1417392000,379.67,386.5,377.3,382,11935,37003.599999999984
1417478400,382,387.99,379.08,384.5,11177,32369.149999999983
1417564800,384.67,386.3,372.64,376,14324,25838.099999999984
1417651200,376.24,380.33,367.8,370.99,13235,23545.849999999984
